agreement,tariffCode,type,thresholdPercent,requiredProcess,preferentialRatePercent,preferentialRateUnit,sourceUrl,sourceVersion,validFrom,validTo
T-MEC,7315.12.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.12.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.19.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.19.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.20.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.20.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.81.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.81.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.82.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.82.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.89.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.89.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7315.90.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7315.90.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7316.00.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7316.00.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7317.00.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7317.00.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7317.00.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7317.00.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7317.00.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7317.00.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7317.00.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7317.00.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7317.00.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7317.00.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.11.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.11.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.12.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.12.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.13.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.13.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.14.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.14.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.15.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.15.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.15.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.15.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.16.06,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.16.06,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.19.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.19.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.21.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.21.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.22.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.22.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.23.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.23.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.24.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.24.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7318.29.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7318.29.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7319.40.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7319.40.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7319.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7319.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7319.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7319.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7320.10.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7320.10.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7320.20.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7320.20.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7320.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7320.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.11.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.11.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.11.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.11.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.11.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.11.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.12.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.12.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.19.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.19.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.81.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.81.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.82.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.82.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.89.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.89.91,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.06,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.06,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.07,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.07,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7321.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7321.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7322.11.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7322.11.02,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7322.19.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7322.19.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7322.19.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7322.19.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7322.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7322.90.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7322.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7322.90.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.10.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.10.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.91.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.91.03,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.92.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.92.04,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.93.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.93.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.94.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.94.05,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7323.99.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,7323.99.99,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,7324.10.01,CTC,,Cambio de partida o fundición y forja en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
